EditorYear	PeerPercent	Cohort
1	0.07926829268292683	4
2	0.05555555555555555	4
-2	0.0	4
-1	0.0	4
0	0.3333333333333333	4
1	0.0	4
2	0.0	4
3	0.3333333333333333	4
4	0.0	4
5	0.16666666666666666	4
-4	0.0	4
-3	0.14285714285714285	4
-2	0.14634146341463414	4
-1	0.1951219512195122	4
0	0.045454545454545456	4
1	0.13636363636363635	4
2	0.13043478260869565	4
3	0.11538461538461539	4
4	0.3333333333333333	4
5	0.125	4
-3	0.0	4
-2	0.4807692307692308	4
-1	0.625	4
0	0.47058823529411764	4
1	0.5102040816326531	4
2	0.24074074074074073	4
3	0.5263157894736842	4
4	0.2857142857142857	4
5	0.3	4
-3	0.0	4
-2	0.3333333333333333	4
-1	0.0	4
0	0.0	4
1	0.0	4
2	0.2857142857142857	4
3	0.0	4
4	0.0	4
5	0.0	4
1	0.0	4
2	0.0	4
3	0.05660377358490566	4
4	0.030303030303030304	4
5	0.3191489361702128	4
1	1.0	4
2	0.0	4
3	0.0	4
4	1.0	4
5	0.0	4
-2	0.5	4
-1	0.4	4
0	0.5	4
1	0.4444444444444444	4
2	0.375	4
3	0.5	4
4	0.7142857142857143	4
5	0.6666666666666666	4
1	0.25	4
2	0.11764705882352941	4
3	0.11764705882352941	4
4	0.0	4
5	0.0784313725490196	4
1	0.09090909090909091	4
2	0.05263157894736842	4
3	0.0	4
4	0.0	4
5	0.23076923076923078	4
0	0.0	4
1	1.0	4
2	0.3333333333333333	4
3	0.3333333333333333	4
4	0.5	4
5	0.0	4
-2	0.25	4
-1	0.0	4
0	0.8	4
1	0.5	4
2	1.0	4
3	0.0	4
4	0.0	4
5	1.0	4
-4	0.16666666666666666	4
-3	0.37254901960784315	4
-2	0.2857142857142857	4
-1	0.2127659574468085	4
0	0.21153846153846154	4
1	0.3409090909090909	4
2	0.25	4
1	0.13157894736842105	4
2	0.02127659574468085	4
3	0.10126582278481013	4
4	0.1568627450980392	4
5	0.08620689655172414	4
-4	0.048	4
-3	0.03225806451612903	4
-2	0.027777777777777776	4
-1	0.041666666666666664	4
0	0.07772020725388601	4
1	0.034934497816593885	4
2	0.07177033492822966	4
3	0.044585987261146494	4
4	0.05442176870748299	4
5	0.1	4
0	0.041379310344827586	4
1	0.06172839506172839	4
2	0.03759398496240601	4
3	0.00684931506849315	4
4	0.03067484662576687	4
5	0.016129032258064516	4
1	0.0	4
2	0.0	4
3	0.0	4
4	0.0	4
5	0.07692307692307693	4
0	0.07964601769911504	4
1	0.07246376811594203	4
2	0.10416666666666667	4
1	0.07964601769911504	4
-4	0.0	4
-3	0.0	4
-2	0.0	4
-1	0.0	4
0	0.0	4
1	1.0	4
2	0.0	4
3	0.0	4
4	0.0	4
5	0.0	4
0	0.0	4
1	0.0	4
2	0.6666666666666666	4
3	0.29411764705882354	4
4	0.21428571428571427	4
5	0.2727272727272727	4
1	0.047619047619047616	4
2	0.0	4
3	0.1875	4
4	0.02631578947368421	4
5	0.0975609756097561	4
-4	0.0	4
-3	0.5	4
-2	0.0	4
-1	0.5	4
1	0.25	4
2	0.1875	4
3	0.17647058823529413	4
4	0.4117647058823529	4
5	0.4166666666666667	4
-4	0.14814814814814814	4
-3	0.125	4
-2	0.047619047619047616	4
-1	0.3333333333333333	4
1	1.0	4
2	1.0	4
3	1.0	4
4	0.0	4
5	0.0	4
-4	0.0967741935483871	4
-3	0.24074074074074073	4
-2	0.13043478260869565	4
-1	0.3333333333333333	4
0	0.0	4
1	0.5	4
1	0.3333333333333333	4
2	1.0	4
-4	0.0	4
-3	0.2	4
-2	0.25	4
-1	0.0	4
0	0.5	4
1	0.2857142857142857	4
2	0.25	4
3	0.125	4
4	0.21428571428571427	4
5	0.2	4
0	0.0625	4
1	0.06818181818181818	4
2	0.09523809523809523	4
3	0.034482758620689655	4
4	0.041666666666666664	4
5	0.5	4
-4	0.05063291139240506	4
-3	0.013157894736842105	4
-2	0.04225352112676056	4
-1	0.1509433962264151	4
0	0.05660377358490566	4
1	0.0	4
2	0.07407407407407407	4
3	0.1111111111111111	4
4	0.11428571428571428	4
-4	0.5	4
-3	0.25	4
-2	0.0	4
-1	0.08333333333333333	4
0	0.2	4
1	0.15384615384615385	4
2	0.5	4
3	0.0	4
4	0.2222222222222222	4
5	0.10526315789473684	4
0	0.0	4
1	0.1951219512195122	4
2	0.02857142857142857	4
3	0.21739130434782608	4
4	0.11627906976744186	4
1	0.0	4
2	0.10526315789473684	4
3	0.0	4
4	0.0	4
5	0.16666666666666666	4
1	0.5	4
2	0.0	4
3	1.0	4
4	0.0	4
5	0.0	4
1	0.022222222222222223	4
2	0.023668639053254437	4
1	0.14925373134328357	4
2	0.12962962962962962	4
3	0.15311004784688995	4
4	0.11666666666666667	4
5	0.15808823529411764	4
-2	0.07692307692307693	4
-1	0.07142857142857142	4
0	0.07692307692307693	4
1	0.2	4
2	0.16666666666666666	4
3	0.37254901960784315	4
4	0.2857142857142857	4
5	0.2127659574468085	4
-4	0.3333333333333333	4
-3	0.0	4
-2	0.1111111111111111	4
-1	0.0	4
1	0.3333333333333333	4
2	0.0	4
3	0.3333333333333333	4
4	0.1111111111111111	4
5	0.375	4
1	0.3333333333333333	4
-4	0.06666666666666667	4
-3	0.03260869565217391	4
-2	0.025423728813559324	4
-1	0.020689655172413793	4
0	0.00819672131147541	4
1	0.007272727272727273	4
2	0.022598870056497175	4
3	0.05384615384615385	4
4	0.03076923076923077	4
5	0.034782608695652174	4
-1	0.14285714285714285	4
0	0.1728395061728395	4
1	0.06060606060606061	4
2	0.04419889502762431	4
3	0.07692307692307693	4
4	0.07971014492753623	4
5	0.035211267605633804	4
-4	0.16666666666666666	4
1	0.07692307692307693	4
2	0.07142857142857142	4
3	0.07692307692307693	4
4	0.2	4
5	0.16666666666666666	4
1	1.0	4
-4	0.5	4
-3	0.5	4
-1	1.0	4
0	0.6666666666666666	4
1	0.46511627906976744	4
2	0.3888888888888889	4
3	0.24	4
4	0.4473684210526316	4
5	0.5277777777777778	4
1	0.07964601769911504	4
2	0.07246376811594203	4
3	0.10416666666666667	4
1	0.06086956521739131	4
2	0.11224489795918367	4
3	0.10638297872340426	4
4	0.0650887573964497	4
5	0.0446927374301676	4
1	0.07692307692307693	4
2	0.0	4
0	0.0	4
1	0.4807692307692308	4
2	0.625	4
3	0.47058823529411764	4
4	0.5102040816326531	4
5	0.24074074074074073	4
-3	0.09523809523809523	4
-2	0.04	4
-1	0.025210084033613446	4
0	0.025210084033613446	4
1	0.04	4
1	0.5454545454545454	4
2	0.13043478260869565	4
-4	0.0	4
-3	0.5	4
-2	1.0	4
-1	0.16666666666666666	4
0	0.0	4
1	0.13966480446927373	4
2	0.10884353741496598	4
3	0.06349206349206349	4
-2	0.6	4
1	0.75	4
2	0.0	4
3	0.0	4
4	0.0	4
5	0.0	4
1	0.0	4
2	0.5	4
3	0.2	4
4	0.0	4
5	1.0	4
1	0.01818181818181818	4
2	0.05333333333333334	4
3	0.009900990099009901	4
4	0.018518518518518517	4
-4	0.0	4
-3	0.14285714285714285	4
-2	0.0	4
-1	0.3333333333333333	4
0	0.0	4
1	0.5454545454545454	4
2	0.4166666666666667	4
3	0.4	4
4	0.2	4
5	0.0	4
-4	0.3333333333333333	4
-3	0.0	4
1	0.10256410256410256	4
1	0.0	4
2	0.25	4
3	0.0	4
4	0.16666666666666666	4
5	0.0	4
1	0.20192307692307693	4
2	0.10588235294117647	4
3	0.13924050632911392	4
4	0.16161616161616163	4
-4	0.0	4
-3	0.0	4
-2	0.0	4
-1	0.5	4
0	0.0	4
1	0.0	4
2	0.09090909090909091	4
3	0.08333333333333333	4
4	0.0	4
5	0.2	4
0	0.0	4
1	0.1417004048582996	4
2	0.0938337801608579	4
3	0.065	4
4	0.05075187969924812	4
5	0.04046242774566474	4
-4	0.4	4
-3	0.5	4
-2	0.4444444444444444	4
-1	0.375	4
0	0.5	4
1	0.7142857142857143	4
2	0.6666666666666666	4
3	0.625	4
4	0.19230769230769232	4
5	0.5	4
1	0.14814814814814814	4
2	0.05	4
3	0.09523809523809523	4
4	0.15384615384615385	4
5	0.0	4
1	0.1513157894736842	4
2	0.07051282051282051	4
3	0.09923664122137404	4
4	0.096	4
1	1.0	4
2	0.0	4
3	0.0	4
4	0.0	4
5	0.5	4
1	0.027777777777777776	4
2	0.037037037037037035	4
3	0.14754098360655737	4
4	0.012345679012345678	4
0	0.16666666666666666	4
1	0.021739130434782608	4
2	0.3888888888888889	4
3	0.26666666666666666	4
4	0.15384615384615385	4
5	0.3333333333333333	4
-4	0.0	4
-3	0.0	4
-2	0.0	4
1	0.09523809523809523	4
2	0.04	4
3	0.1125	4
4	0.06818181818181818	4
5	0.09243697478991597	4
-4	0.0	4
-3	0.0	4
1	0.0	4
2	0.25	4
3	0.0	4
4	0.0	4
5	0.05	4
1	0.08695652173913043	4
2	0.05405405405405406	4
3	0.11320754716981132	4
4	0.13793103448275862	4
5	0.09090909090909091	4
0	0.0	4
1	0.11764705882352941	4
2	0.0	4
3	0.0	4
4	0.09523809523809523	4
5	0.11764705882352941	4
-1	0.0	4
0	0.0	4
1	0.25	4
1	0.07317073170731707	4
-4	0.05263157894736842	4
-3	0.07142857142857142	4
-2	0.1111111111111111	4
-1	0.0	4
0	0.11538461538461539	4
1	0.0847457627118644	4
2	0.09523809523809523	4
3	0.07407407407407407	4
4	0.05714285714285714	4
5	0.05660377358490566	4
0	0.0625	4
1	0.047619047619047616	4
2	0.06666666666666667	4
3	0.041666666666666664	4
4	0.0	4
5	0.2	4
1	1.0	4
2	0.0	4
3	0.0	4
4	1.0	4
5	0.0	4
1	0.16666666666666666	4
2	0.5833333333333334	4
3	0.0	4
4	0.3333333333333333	4
5	0.0	4
1	0.14925373134328357	4
2	0.12962962962962962	4
3	0.15311004784688995	4
1	0.75	4
-1	0.0625	4
0	0.047619047619047616	4
1	0.06666666666666667	4
2	0.041666666666666664	4
3	0.0	4
4	0.2	4
5	0.047619047619047616	4
-4	0.045454545454545456	4
-3	0.0392156862745098	4
-2	0.03508771929824561	4
-1	0.10909090909090909	4
0	0.06521739130434782	4
1	0.06896551724137931	4
2	0.07547169811320754	4
3	0.05673758865248227	4
4	0.15789473684210525	4
5	0.17391304347826086	4
-4	0.25	4
-3	0.16666666666666666	4
-2	0.3333333333333333	4
-1	0.2903225806451613	4
0	0.18181818181818182	4
1	0.1792452830188679	4
1	0.2	4
2	0.25	4
3	0.2	4
4	1.0	4
5	0.0	4
-4	0.1417004048582996	4
-3	0.0938337801608579	4
-2	0.065	4
-1	0.05075187969924812	4
0	0.04046242774566474	4
1	0.054474708171206226	4
2	0.06511627906976744	4
3	0.05116279069767442	4
4	0.049079754601226995	4
5	0.07942238267148015	4
1	0.07692307692307693	4
2	0.0967741935483871	4
3	0.05357142857142857	4
4	0.057692307692307696	4
5	0.08695652173913043	4
-4	0.0	4
-3	0.058823529411764705	4
-2	0.05263157894736842	4
-1	0.0	4
0	0.042682926829268296	4
1	0.04827586206896552	4
2	0.08695652173913043	4
3	0.06923076923076923	4
4	0.09352517985611511	4
5	0.0	4
0	0.03225806451612903	4
1	0.11538461538461539	4
1	0.041666666666666664	4
2	0.037037037037037035	4
3	0.038461538461538464	4
4	0.08	4
5	0.04	4
-4	0.0	4
-3	0.5	4
-2	1.0	4
-1	0.16666666666666666	4
0	0.0	4
1	0.13966480446927373	4
1	0.038461538461538464	4
2	0.025	4
1	0.5	4
0	0.09090909090909091	4
1	0.027777777777777776	4
2	0.04	4
3	0.1320754716981132	4
4	0.04838709677419355	4
5	0.09090909090909091	4
0	0.0	4
1	0.5	4
2	0.0	4
3	1.0	4
4	0.375	4
5	0.06666666666666667	4
1	0.6666666666666666	4
2	0.6	4
3	0.4444444444444444	4
4	0.2	4
5	0.13513513513513514	4
1	0.1513157894736842	4
2	0.07051282051282051	4
3	0.09923664122137404	4
4	0.096	4
5	0.05555555555555555	4
1	0.6666666666666666	4
0	0.0	4
1	1.0	4
2	0.0	4
1	0.046511627906976744	4
-4	0.0	4
-3	0.045454545454545456	4
-2	0.12987012987012986	4
-1	0.08333333333333333	4
0	0.09803921568627451	4
1	0.08053691275167785	4
2	0.10714285714285714	4
3	0.061224489795918366	4
1	0.42857142857142855	4
1	0.0	4
2	0.0	4
3	0.0	4
4	1.0	4
5	0.0	4
-1	0.1095890410958904	4
0	0.04878048780487805	4
1	0.1891891891891892	4
2	0.11764705882352941	4
3	0.1111111111111111	4
4	0.4117647058823529	4
5	0.0	4
1	0.0	4
2	0.3	4
3	0.0625	4
4	0.16666666666666666	4
5	0.125	4
-4	0.5	4
-3	0.0	4
-2	0.13636363636363635	4
-1	0.07142857142857142	4
0	0.13333333333333333	4
1	0.05263157894736842	4
-4	0.0	4
-3	0.36363636363636365	4
-2	0.13333333333333333	4
-1	0.0	4
0	0.0	4
1	0.13793103448275862	4
2	0.15789473684210525	4
3	0.0	4
4	0.0	4
5	0.03773584905660377	4
1	0.3333333333333333	4
2	0.5	4
1	0.20192307692307693	4
2	0.10588235294117647	4
3	0.13924050632911392	4
4	0.16161616161616163	4
-1	0.0	4
0	0.1417004048582996	4
1	0.0938337801608579	4
2	0.065	4
3	0.05075187969924812	4
4	0.04046242774566474	4
5	0.054474708171206226	4
0	0.0	4
1	0.0	4
2	0.15384615384615385	4
3	0.08333333333333333	4
4	0.0	4
0	0.0625	4
1	0.06818181818181818	4
2	0.09523809523809523	4
3	0.034482758620689655	4
